18,14,1.000000
18,86,1.000000
18,103,1.000000
44,90,1.000000
44,99,1.000000
64,7,1.000000
64,22,1.000000
195,14,0.200000
195,17,0.200000
195,39,0.200000
195,81,0.200000
195,86,0.200000
221,21,0.142857
221,23,0.142857
221,29,0.142857
221,46,0.142857
221,49,0.142857
221,51,0.142857
221,99,0.142857
241,7,0.333333
241,63,0.333333
241,94,0.333333
354,0,0.333333
361,0,0.200000
364,0,0.200000
368,0,0.142857
369,0,1.000000
370,0,0.142857
376,0,0.142857
386,0,0.200000
393,0,0.142857
396,0,0.142857
398,0,0.142857
410,0,0.333333
428,0,0.200000
433,0,0.200000
437,0,1.000000
441,0,0.333333
446,0,0.142857
450,0,1.000000
