2,1639,1564,3,3
4,1637,1566,3,3
4,1639,1566,3,3
5,1634,27,2,0
5,1637,27,2,0
5,1639,27,2,0
14,1634,36,2,0
18,1639,1580,3,3
24,1599,2,0,2
24,1669,2,0,2
24,1677,2,0,2
27,1599,49,3,0
27,1669,49,3,0
27,1677,49,3,0
40,1599,18,0,2
40,1669,18,0,2
40,1677,18,0,2
49,1627,71,3,0
62,1627,40,0,3
71,1604,93,3,0
71,1615,93,3,0
71,1619,93,3,0
71,1670,93,3,0
80,1604,102,3,0
81,1604,59,0,3
84,1615,62,0,3
84,1619,62,0,3
84,1670,62,0,3
92,1629,70,0,3
92,1649,70,0,3
101,1589,123,3,0
102,1589,124,3,0
103,1589,81,0,3
106,1629,84,0,3
106,1649,84,0,3
110,1632,132,2,0
110,1647,132,2,0
111,1632,133,3,0
111,1647,133,3,0
113,1632,91,0,3
113,1647,91,0,3
114,1632,92,0,3
114,1647,92,0,3
128,1632,106,0,3
128,1647,106,0,3
132,1610,154,2,0
133,1610,155,3,0
135,1591,113,0,3
135,1610,113,0,3
135,1617,113,0,3
136,1591,114,0,3
136,1610,114,0,3
136,1617,114,0,3
140,1616,162,3,0
140,1644,162,3,0
140,1646,162,3,0
140,1681,162,3,0
142,1616,120,0,3
142,1681,120,0,3
143,1616,121,0,3
143,1681,121,0,3
144,1616,166,3,0
144,1681,166,3,0
145,1616,167,3,0
145,1644,167,3,0
145,1646,167,3,0
145,1681,167,3,0
146,1616,168,3,0
146,1644,168,3,0
146,1646,168,3,0
146,1681,168,3,0
147,1616,125,0,3
147,1644,125,0,3
147,1646,125,0,3
147,1681,125,0,3
149,1591,171,3,0
149,1610,171,3,0
149,1617,171,3,0
150,1591,128,0,3
150,1610,128,0,3
150,1617,128,0,3
153,1610,175,3,0
154,1601,176,2,0
155,1601,177,3,0
156,1601,178,3,0
157,1601,135,0,3
158,1601,136,0,3
170,1601,148,0,3
172,1601,150,0,3
173,1601,195,3,0
181,1602,159,0,3
181,1643,159,0,3
188,1602,210,3,0
188,1643,210,3,0
190,1602,212,3,0
190,1643,212,3,0
192,1602,170,0,3
192,1643,170,0,3
203,1674,181,0,3
209,1674,187,0,3
210,1674,232,3,0
212,1674,234,3,0
214,1674,192,0,3
313,1593,291,0,3
313,1648,291,0,3
313,1672,291,0,3
322,1593,344,3,0
322,1648,344,3,0
322,1672,344,3,0
324,1593,302,0,3
324,1648,302,0,3
324,1672,302,0,3
447,1659,425,0,3
452,1659,474,3,0
453,1659,475,3,0
454,1659,476,3,0
455,1659,477,3,0
456,1659,434,0,3
465,1668,443,0,3
466,1668,444,0,3
469,1618,447,0,3
474,1618,496,3,0
475,1618,497,3,0
476,1618,498,3,0
477,1618,499,3,0
478,1618,456,0,3
478,1668,456,0,3
479,1668,457,0,3
480,1668,502,3,0
491,1650,469,0,3
496,1650,518,3,0
497,1650,519,3,0
498,1650,520,3,0
499,1650,521,3,0
500,1650,478,0,3
579,1656,557,0,3
584,1656,606,3,0
586,1656,608,3,0
587,1656,609,3,0
588,1656,566,0,3
601,1680,579,0,3
606,1680,628,3,0
608,1680,630,3,0
609,1680,631,3,0
610,1680,588,0,3
619,1676,597,0,3
620,1676,598,0,3
623,1638,601,0,3
630,1638,652,3,0
631,1638,653,3,0
632,1638,610,0,3
632,1676,610,0,3
633,1676,611,0,3
634,1676,656,3,0
663,1621,641,0,3
676,1621,654,0,3
684,1667,706,3,0
685,1667,663,0,3
685,1678,663,0,3
687,1667,665,0,3
687,1678,665,0,3
698,1667,676,0,3
698,1678,676,0,3
700,1667,722,3,0
709,1592,687,0,3
709,1640,687,0,3
709,1660,687,0,3
710,1592,732,3,0
711,1592,689,0,3
717,1592,695,0,3
718,1592,740,3,0
719,1592,741,3,0
728,1658,750,3,0
731,1658,709,0,3
742,1658,720,0,3
743,1658,721,0,3
753,1598,731,0,3
753,1633,731,0,3
753,1654,731,0,3
761,1633,739,0,3
764,1598,742,0,3
764,1633,742,0,3
764,1654,742,0,3
765,1654,743,0,3
771,1641,793,3,0
775,1611,753,0,3
775,1641,753,0,3
786,1611,764,0,3
786,1641,764,0,3
788,1641,810,3,0
819,1612,797,0,3
819,1623,797,0,3
826,1612,804,0,3
828,1612,806,0,3
828,1623,806,0,3
841,1588,819,0,3
841,1620,819,0,3
841,1642,819,0,3
844,1588,866,3,0
844,1620,866,3,0
844,1642,866,3,0
850,1588,828,0,3
850,1620,828,0,3
850,1642,828,0,3
851,1588,873,3,0
851,1620,873,3,0
851,1642,873,3,0
863,1628,841,0,3
866,1628,888,3,0
871,1628,849,0,3
872,1628,850,0,3
873,1628,895,3,0
893,1622,871,0,3
894,1622,872,0,3
895,1622,917,3,0
915,1673,893,0,3
916,1673,894,0,3
917,1673,939,3,0
932,1661,910,0,3
936,1661,914,0,3
937,1661,915,0,3
938,1661,916,0,3
