0,25929675.1241552085
10000000000,25793283.6385172494
20000000000,25702246.2970786206
30000000000,25654196.2264316678
40000000000,25647409.0731268674
50000000000,25680960.5748480000
60000000000,25754892.6829719804
70000000000,25870166.0685597546
80000000000,26028645.9975938573
90000000000,23260768.7847328074
100000000000,29378391.7303703688
110000000000,29199486.1196308397
120000000000,29090402.1861487776
130000000000,29054311.8233785853
140000000000,31136829.7118743472
150000000000,31281955.0714848675
160000000000,31520052.0465745144
170000000000,31845303.3953657560
180000000000,26055445.8116061054
190000000000,25922555.0481350012
